자치구,온도평균
Gangseo-gu,-40
Gangdong-gu,-40
Gangseo-gu,32.2
Gwanak-gu,
Gangdong-gu,32.1
Gwanak-gu,34.8
Nowon-gu,34.1
Gangseo-gu,-40
Gwanak-gu,34.8
Gangseo-gu,33.6
Gangdong-gu,-40
Gwanak-gu,36.2
Gangdong-gu,33.4
Gangseo-gu,-40
Gangseo-gu,-40
Gwanak-gu,
Gwanak-gu,34.3
Gangseo-gu,32.7
Gangseo-gu,33.4
Gangseo-gu,31.7
Gangseo-gu,-40
Gangseo-gu,32.5
Nowon-gu,34.9
Gwanak-gu,32.6
Gangseo-gu,32.4
Gangseo-gu,34.3
Gwanak-gu,34.8
Gwanak-gu,35.1
Gwanak-gu,33.3
Gwanak-gu,33.1
Gwanak-gu,35.5
Gwanak-gu,33.9
Nowon-gu,35.7
Gwanak-gu,33.9
Gwanak-gu,35.2
Gwanak-gu,35.6
Gwanak-gu,34.2
Gwanak-gu,33.8
Nowon-gu,33.6
Gwanak-gu,34.3
Gwanak-gu,32.7
Gwanak-gu,34.4
Gwanak-gu,
Nowon-gu,34.6
Nowon-gu,34.8
Nowon-gu,33.7
Dobong-gu,35.6
Nowon-gu,35.1
Dobong-gu,32.5
Gwanak-gu,33.5
Nowon-gu,32.9
Nowon-gu,-40
Gwanak-gu,36.6
Dobong-gu,32.9
Nowon-gu,34.3
Nowon-gu,30.6
Dobong-gu,33.1
Dobong-gu,33.3
Gangdong-gu,33.6
Dobong-gu,35.5
Dobong-gu,35.3
Dongdaemun-gu,34.2
Gangnam-gu,33.3
Gangseo-gu,-40
Dobong-gu,32.7
Dobong-gu,33.5
Dobong-gu,33.5
Dobong-gu,33.9
Gangdong-gu,-40
Gangdong-gu,32.5
Gangnam-gu,32.8
Gangdong-gu,33.2
Gangnam-gu,35
Dongdaemun-gu,35.2
Gangnam-gu,32.9
Gangnam-gu,-40
Dobong-gu,35.1
Gangnam-gu,33.9
Gangdong-gu,32.5
Gangdong-gu,36
Gangdong-gu,34.5
Dobong-gu,35.5
Dobong-gu,35.6
Dobong-gu,33.4
Dobong-gu,34.1
Gangdong-gu,34.5
Dobong-gu,35.5
Gangnam-gu,33.3
Dobong-gu,34.4
Dobong-gu,35.5
Dobong-gu,34.6
Gangdong-gu,34.3
Dobong-gu,33.5
Gangnam-gu,34
Dobong-gu,33
Gangdong-gu,33.9
Dobong-gu,32.6
Gangnam-gu,-40
Dobong-gu,35.3
Gangdong-gu,33.1
Gangdong-gu,35
Dobong-gu,35.4
Gangdong-gu,34.1
Gangdong-gu,-40
Gangdong-gu,34.9
Gangdong-gu,-40
Gangnam-gu,-40
Gangdong-gu,
Gangdong-gu,32.8
Gangdong-gu,30.8
Gangdong-gu,34
Dongdaemun-gu,34.5
Dongjak-gu,-40
Dongdaemun-gu,32.8
Dongdaemun-gu,32.8
Dongdaemun-gu,32.7
Dongdaemun-gu,35
Dongdaemun-gu,33
Gangdong-gu,33.2
Dongdaemun-gu,34.1
Dongdaemun-gu,32.7
Dongdaemun-gu,34.4
Dongdaemun-gu,34.1
Dongjak-gu,34.8
Gangdong-gu,32.2
Gangdong-gu,-40
Dongdaemun-gu,35
Gangdong-gu,32.8
Dongdaemun-gu,34
Gangdong-gu,-40
Gangdong-gu,33.9
Dongdaemun-gu,33.5
Gangdong-gu,-40
Dongdaemun-gu,34.5
Dongdaemun-gu,36
Dongdaemun-gu,34.7
Gangdong-gu,31.8
Dongdaemun-gu,33.1
Dongdaemun-gu,-40
Dongdaemun-gu,34.4
Gwanak-gu,32.7
Mapo-gu,35
Gangdong-gu,33.1
Dongdaemun-gu,
Yongsan-gu,34.2
Mapo-gu,32.5
Dongjak-gu,33.8
Jongno-gu,-40
Gangdong-gu,-40
Gangseo-gu,33.6
Mapo-gu,-40
Seocho-gu,34
Gangdong-gu,-40
Gangbuk-gu,32.4
Dongdaemun-gu,34
Gangdong-gu,31.5
Gangdong-gu,
Gangseo-gu,36.1
Dongjak-gu,33.2
Gangdong-gu,
Dongjak-gu,33.6
Gangdong-gu,33.4
Gangbuk-gu,-40
Mapo-gu,33
Gangbuk-gu,33.1
Dongdaemun-gu,33.8
Mapo-gu,33
Mapo-gu,33.8
Gangbuk-gu,33.8
Mapo-gu,41.5
Mapo-gu,33.8
Mapo-gu,33.2
Seocho-gu,-40
Mapo-gu,33.1
Mapo-gu,-40
Mapo-gu,35.1
Mapo-gu,33
Guro-gu,34.5
Jongno-gu,34
Gangseo-gu,35.4
Gangseo-gu,32.4
Gangseo-gu,36.5
Guro-gu,36.3
Gangseo-gu,34.3
Gangseo-gu,33.7
Guro-gu,32.9
Guro-gu,33.5
Gwanak-gu,35.6
Jongno-gu,34.1
Gangseo-gu,34.2
Guro-gu,34.5
Gangseo-gu,34.6
Gwangjin-gu,34.8
Gwangjin-gu,34.4
Gangseo-gu,30
Guro-gu,35.9
Gangseo-gu,33.5
Gangseo-gu,33.4
Gangseo-gu,33.4
Gwangjin-gu,35.2
Gwangjin-gu,
Seoul_Grand_Park,-40
Guro-gu,33.2
Gwangjin-gu,35.6
Gangseo-gu,33
Gwangjin-gu,34.1
Guro-gu,36
Gangseo-gu,34.2
Seongdong-gu,34.5
Guro-gu,34.2
Gangseo-gu,31.8
Gwangjin-gu,34.8
Guro-gu,
Seoul_Grand_Park,
Seocho-gu,33.9
Gwangjin-gu,34.4
Guro-gu,34.4
Guro-gu,35.7
Gangseo-gu,34.3
Gangseo-gu,34.1
Gwangjin-gu,32.1
Guro-gu,36
Guro-gu,35.5
Guro-gu,35.9
Guro-gu,35.3
Gwangjin-gu,35.2
Gangseo-gu,35.8
Mapo-gu,-40
Gwangjin-gu,36.1
Guro-gu,33.9
Gwangjin-gu,33.3
Seongdong-gu,36.1
Guro-gu,35.4
Guro-gu,34.7
Gwangjin-gu,35.7
Gwangjin-gu,33.9
Guro-gu,35.9
Gangseo-gu,34.8
Seongdong-gu,29.8
Gangseo-gu,33.8
Jongno-gu,35.6
Seongdong-gu,34.4
Gwangjin-gu,36.2
Seongdong-gu,34
Seongdong-gu,35.5
Seongdong-gu,
Gwangjin-gu,36
Gwangjin-gu,33.8
Seongdong-gu,36
Gwangjin-gu,34.4
Seoul_Grand_Park,36
Gwangjin-gu,33.9
Seongdong-gu,35.7
Gangbuk-gu,34
Seongdong-gu,33.9
Seongdong-gu,33.6
Seocho-gu,33.4
Gwangjin-gu,34
Gangbuk-gu,34.5
Seoul_Grand_Park,35.8
Mapo-gu,35.7
Seongbuk-gu,34.8
Seongbuk-gu,36.1
Seongbuk-gu,33.2
Seongbuk-gu,35.1
Seongdong-gu,35
Seongdong-gu,34.3
Seongdong-gu,35.2
Seongdong-gu,34.4
Seongdong-gu,36.5
Seongdong-gu,34.9
Seongdong-gu,33.6
Seongdong-gu,35.1
Seongdong-gu,34.9
Seongdong-gu,36
Seongdong-gu,34.9
Seongdong-gu,34.8
Seongdong-gu,34.1
Seongdong-gu,34.8
Seongdong-gu,33.3
Seongbuk-gu,34.2
Seongdong-gu,36.2
Songpa-gu,33.1
Seongdong-gu,35.1
Seongdong-gu,35.7
Seongdong-gu,36.2
Seongdong-gu,34.9
Seongbuk-gu,-40
Seongdong-gu,34.1
Seongdong-gu,34.9
Seongbuk-gu,35.5
Seongdong-gu,35.7
Seongbuk-gu,
Seocho-gu,34.8
Seocho-gu,34.2
Seongdong-gu,37
Seongdong-gu,37.4
Seongdong-gu,35.7
Seocho-gu,32.7
Seongdong-gu,33.9
Seongdong-gu,36.6
Seongdong-gu,35.3
Seongdong-gu,35.4
Seongbuk-gu,32.3
Seongdong-gu,35.9
Seongbuk-gu,35.5
Seongdong-gu,35.5
Seongdong-gu,36.6
Seongdong-gu,
Seongdong-gu,38.2
Seongdong-gu,30.6
Seongdong-gu,34.7
Seongdong-gu,35.1
Seongdong-gu,34.8
Seongbuk-gu,33.5
Seongbuk-gu,-40
Seongdong-gu,34
Seongdong-gu,33.6
Seongdong-gu,34
Seongbuk-gu,34.6
Seongdong-gu,35.3
Seongdong-gu,-40
Seongbuk-gu,34.7
Seongbuk-gu,33.8
Seongdong-gu,33.9
Seongdong-gu,35.6
Seongdong-gu,35.5
Seongbuk-gu,35.2
Seongbuk-gu,34.9
Songpa-gu,34.6
Songpa-gu,33.1
Seongdong-gu,-40
Songpa-gu,33.7
Seongbuk-gu,33.8
Seongbuk-gu,34.5
Songpa-gu,34.2
Songpa-gu,35.8
Songpa-gu,33.3
Seongbuk-gu,33.5
Seongbuk-gu,34.3
Songpa-gu,34.5
Seongdong-gu,34
Seongbuk-gu,-40
Seongbuk-gu,34.7
Seongbuk-gu,32.6
Songpa-gu,34.2
Seongdong-gu,-40
Seongdong-gu,-40
Seongdong-gu,36.3
Seongdong-gu,33.9
Yangcheon-gu,33.5
Seongdong-gu,34.9
Seongdong-gu,35.3
Seongdong-gu,34.8
Seongdong-gu,35.9
Seongbuk-gu,34.3
Seongbuk-gu,34.3
Seongbuk-gu,33.6
Seongbuk-gu,33.8
Seongdong-gu,-40
Songpa-gu,34.3
Songpa-gu,
Songpa-gu,33.8
Songpa-gu,33.8
Songpa-gu,35.7
Songpa-gu,33.2
Mapo-gu,-40
Songpa-gu,33.8
Songpa-gu,33.6
Songpa-gu,33.6
Songpa-gu,33.4
Songpa-gu,33.6
Songpa-gu,32.9
Songpa-gu,33.5
Songpa-gu,34.8
Mapo-gu,35
Songpa-gu,33.1
Songpa-gu,35.1
Songpa-gu,33.3
Songpa-gu,35.1
Songpa-gu,32.9
Songpa-gu,33.4
Songpa-gu,33.3
Songpa-gu,33.9
Songpa-gu,34.3
Songpa-gu,35.1
Yangcheon-gu,
Songpa-gu,33.1
Mapo-gu,34.1
Songpa-gu,34.5
Mapo-gu,33.8
Songpa-gu,33.3
Mapo-gu,32.8
Songpa-gu,34.7
Mapo-gu,33
Songpa-gu,35.6
Mapo-gu,35
Mapo-gu,33.9
Songpa-gu,-40
Yangcheon-gu,34.7
Yangcheon-gu,34.3
Yangcheon-gu,
Mapo-gu,36
Mapo-gu,33.4
Yangcheon-gu,32.8
Yangcheon-gu,32.7
Yangcheon-gu,34.5
Yangcheon-gu,34.3
Yangcheon-gu,33.1
Yangcheon-gu,34.9
Mapo-gu,32.7
Mapo-gu,35.4
Yangcheon-gu,33.6
Yangcheon-gu,33.9
Yangcheon-gu,33.2
Yangcheon-gu,34.3
Yangcheon-gu,32.9
Yangcheon-gu,34.1
Yangcheon-gu,37
Yangcheon-gu,
Yangcheon-gu,34.1
Yangcheon-gu,35.2
Mapo-gu,36.5
Yangcheon-gu,34.5
Mapo-gu,33.4
Mapo-gu,
Yangcheon-gu,32.8
Mapo-gu,34
Yangcheon-gu,35.1
Yangcheon-gu,36.9
Yangcheon-gu,34
Yangcheon-gu,35.1
Yangcheon-gu,33.3
Yangcheon-gu,35
Yangcheon-gu,34.1
Yangcheon-gu,36.8
Yangcheon-gu,33.9
Yangcheon-gu,
Mapo-gu,35.3
Yangcheon-gu,34.3
Yangcheon-gu,32.3
Yangcheon-gu,35
Yangcheon-gu,36.2
Yangcheon-gu,33.3
Yangcheon-gu,32.6
Yangcheon-gu,33.7
Yangcheon-gu,34.7
Yangcheon-gu,33.6
Yangcheon-gu,34.1
Yangcheon-gu,34.8
Yangcheon-gu,33.2
Yangcheon-gu,33.8
Yangcheon-gu,34
Yangcheon-gu,35.5
Yangcheon-gu,33.3
Yangcheon-gu,33.3
Mapo-gu,36.4
Mapo-gu,34.4
Yangcheon-gu,35.6
Mapo-gu,34.8
Mapo-gu,34.9
Mapo-gu,33.5
Mapo-gu,36.1
Yangcheon-gu,35.4
Seodaemun-gu,34.7
Yangcheon-gu,34.1
Mapo-gu,33.8
Mapo-gu,34.6
Yangcheon-gu,35.7
Mapo-gu,34.7
Seodaemun-gu,35.3
Mapo-gu,37.3
Mapo-gu,34.5
Yangcheon-gu,36.1
Mapo-gu,
Mapo-gu,34.3
Mapo-gu,33.8
Mapo-gu,35.5
Mapo-gu,34.4
Mapo-gu,33.4
Mapo-gu,36.5
Mapo-gu,36.7
Yangcheon-gu,33.9
Mapo-gu,32.7
Mapo-gu,35.6
Mapo-gu,36.4
Mapo-gu,33.5
Mapo-gu,
Seocho-gu,35.6
Mapo-gu,34.2
Mapo-gu,34
Mapo-gu,35.6
Mapo-gu,36.7
Mapo-gu,35.7
Seodaemun-gu,-40
Mapo-gu,34
Mapo-gu,34.9
Mapo-gu,35.9
Mapo-gu,36.9
Seocho-gu,35
Seodaemun-gu,35.1
Seodaemun-gu,34
Seocho-gu,
Seodaemun-gu,34.8
Seodaemun-gu,34.8
Seodaemun-gu,35.1
Seodaemun-gu,33.5
Seodaemun-gu,34.6
Mapo-gu,34.4
Mapo-gu,34.4
Seodaemun-gu,35.1
Seodaemun-gu,34.1
Seodaemun-gu,36
Mapo-gu,34
Seodaemun-gu,33.5
Seocho-gu,33.5
Gangnam-gu,35.8
Mapo-gu,37.3
Seodaemun-gu,35.7
Mapo-gu,34.3
Mapo-gu,35.4
Mapo-gu,33.1
Mapo-gu,
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,30.2
Seocho-gu,33.7
Seocho-gu,34.2
Seocho-gu,33.1
Seodaemun-gu,31
Seodaemun-gu,35.5
Seocho-gu,34.1
Seocho-gu,32.5
Seocho-gu,33.4
Seodaemun-gu,-40
Seodaemun-gu,35.3
Seocho-gu,-40
Seocho-gu,36.2
Seocho-gu,34.2
Seocho-gu,33.6
Seocho-gu,
Gangnam-gu,33.3
Seocho-gu,36.5
Seocho-gu,34.3
Seocho-gu,35.8
Gangnam-gu,
Gangnam-gu,
Gangnam-gu,33.3
Seocho-gu,35.4
Seocho-gu,32.8
Seocho-gu,32.7
Seocho-gu,34.6
Seocho-gu,33.4
Gangnam-gu,31.7
Seocho-gu,34.1
Gangnam-gu,34.8
Seocho-gu,33.8
Seocho-gu,34
Gangnam-gu,35.9
Gangnam-gu,33.9
Gangnam-gu,36.7
Gangnam-gu,32.9
Seocho-gu,-40
Gangnam-gu,32.8
Gangnam-gu,33.7
Seodaemun-gu,-40
Seodaemun-gu,33.8
Seocho-gu,-40
Seodaemun-gu,-40
Seocho-gu,
Seodaemun-gu,-40
Seocho-gu,33.9
Seocho-gu,34.2
Gangnam-gu,35.1
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,34.6
Gangnam-gu,35.4
Gangnam-gu,34.4
Gangnam-gu,33.8
Gangnam-gu,35.2
Dongjak-gu,
Gangnam-gu,33.1
Gangnam-gu,-40
Dongjak-gu,34.5
Dongjak-gu,35.1
Dongjak-gu,34.5
Gangnam-gu,35.7
Gangnam-gu,35.7
Seongdong-gu,34.5
Gangnam-gu,33.3
Gangnam-gu,35.8
Dongjak-gu,34
Dongjak-gu,
Dongjak-gu,35.9
Gangnam-gu,
Gangnam-gu,33.2
Dongjak-gu,35.6
Mapo-gu,33.6
Gangnam-gu,33.3
Dongjak-gu,36.2
Gangnam-gu,32.6
Dongjak-gu,33.1
Gangnam-gu,32.5
Dongjak-gu,36.5
Gangnam-gu,32.6
Dongjak-gu,30.3
Dongjak-gu,34.7
Dongjak-gu,34.3
Dongjak-gu,36
Dongjak-gu,33.6
Mapo-gu,34.4
Mapo-gu,35.3
Dongjak-gu,34.7
Dongjak-gu,35.1
Dongjak-gu,33.4
Dongjak-gu,33.5
Dongjak-gu,34.2
Dongjak-gu,34.9
Dongjak-gu,34.2
Mapo-gu,35.3
Dongjak-gu,33
Mapo-gu,33.9
Dongjak-gu,33
Dongjak-gu,35.1
Gangnam-gu,36.2
Gangnam-gu,34.2
Gangnam-gu,32.8
Gangnam-gu,32.9
Jungnang-gu,34.9
Jungnang-gu,35.3
Jung-gu,35.2
Jungnang-gu,35.6
Jungnang-gu,34.1
Jungnang-gu,35.2
Jungnang-gu,33.4
Jungnang-gu,33.9
Jungnang-gu,34.3
Jungnang-gu,34.6
Jungnang-gu,35.1
Jungnang-gu,36.6
Jung-gu,
Jungnang-gu,34.5
Jung-gu,35.2
Jungnang-gu,34.9
Jungnang-gu,35.8
Jung-gu,32.6
Jungnang-gu,37.1
Jung-gu,34.6
Jung-gu,32.6
Jung-gu,36.2
Jung-gu,-40
Jungnang-gu,34.8
Jung-gu,33.3
Jung-gu,36.5
Jung-gu,34.7
Jung-gu,31.8
Jung-gu,35.4
Jung-gu,36.2
Jung-gu,32.9
Jung-gu,36.2
Yangcheon-gu,-40
Jung-gu,35.6
Jung-gu,34
Jung-gu,34.1
Jung-gu,33.8
Jung-gu,36.5
Jung-gu,
Jung-gu,37.4
Jung-gu,-40
Jung-gu,34.8
Jung-gu,32.2
Jung-gu,
Jung-gu,35.5
Yeongdeungpo-gu,33.8
Yangcheon-gu,34.5
Jung-gu,34
Jung-gu,32.9
Yangcheon-gu,34.3
Yeongdeungpo-gu,34.7
Yeongdeungpo-gu,34.2
Jung-gu,32.7
Yeongdeungpo-gu,34.3
Yeongdeungpo-gu,33.9
Jung-gu,32.6
Yeongdeungpo-gu,34.6
Yangcheon-gu,-40
Jung-gu,-40
Jung-gu,33.1
Yangcheon-gu,34.6
Songpa-gu,-40
Yangcheon-gu,33.2
Yeongdeungpo-gu,33.9
Yangcheon-gu,35
Yeongdeungpo-gu,33.3
Yeongdeungpo-gu,34
Yeongdeungpo-gu,33.1
Yeongdeungpo-gu,33.8
Yeongdeungpo-gu,33.8
Jung-gu,-40
Yeongdeungpo-gu,34
Yeongdeungpo-gu,34.6
Yeongdeungpo-gu,34.5
Yeongdeungpo-gu,34.5
Jung-gu,
Yangcheon-gu,35
Jung-gu,-40
Jung-gu,-40
Jung-gu,
Yeongdeungpo-gu,34
Yeongdeungpo-gu,35.1
Gangbuk-gu,34.3
Yeongdeungpo-gu,33.3
Yeongdeungpo-gu,33.7
Yeongdeungpo-gu,36.1
Yeongdeungpo-gu,33.7
Yeongdeungpo-gu,34.4
Yeongdeungpo-gu,35.6
Gangbuk-gu,33
Jungnang-gu,21
Yeongdeungpo-gu,33.9
Yeongdeungpo-gu,34.5
Yeongdeungpo-gu,34.2
Gangbuk-gu,34.1
Yeongdeungpo-gu,35.1
Yeongdeungpo-gu,34.4
Gangbuk-gu,32.6
Yeongdeungpo-gu,34.8
Yeongdeungpo-gu,33.6
Gangbuk-gu,33.5
Yeongdeungpo-gu,33.2
Yeongdeungpo-gu,33.1
Gangbuk-gu,33.9
Gangbuk-gu,35.3
Gangbuk-gu,33.6
Gangbuk-gu,33.8
Gangbuk-gu,34.1
Gangbuk-gu,34.9
Gangbuk-gu,34.3
Gangbuk-gu,33.8
Gangbuk-gu,34.3
Gangbuk-gu,33.3
Gangbuk-gu,34.2
Gangbuk-gu,33.4
Gangbuk-gu,32.8
Gangbuk-gu,34.5
Gangbuk-gu,33.6
Gangbuk-gu,34.7
Gangbuk-gu,-40
Gangbuk-gu,32.2
Gangbuk-gu,35
Yongsan-gu,36.2
Gangbuk-gu,-40
Yongsan-gu,33.5
Yongsan-gu,34.4
Yongsan-gu,
Yongsan-gu,36.3
Gangbuk-gu,-40
Yongsan-gu,36.9
Gangbuk-gu,-40
Gangbuk-gu,-40
Jung-gu,34.6
Yongsan-gu,34.9
Gangbuk-gu,-40
Yongsan-gu,35.1
Yongsan-gu,33.1
Yongsan-gu,35.2
Gangbuk-gu,32.9
Gwanak-gu,35.2
Yongsan-gu,35.7
Gwanak-gu,35.2
Yongsan-gu,34
Yongsan-gu,35.1
Yongsan-gu,
Gwanak-gu,35.6
Gwanak-gu,35.4
Gwanak-gu,37.4
Yongsan-gu,35.3
Yongsan-gu,33.7
Yongsan-gu,35.1
Yongsan-gu,
Gwanak-gu,35.7
Yongsan-gu,36.1
Songpa-gu,-40
Yongsan-gu,36.2
Yongsan-gu,34.2
Gwanak-gu,34.3
Gwanak-gu,34.1
Gwanak-gu,35
Gwanak-gu,36.5
Gwanak-gu,36.1
Gwangjin-gu,34.3
Gwanak-gu,34.5
Gwanak-gu,35.9
Gwanak-gu,34.7
Gwanak-gu,34.9
Yongsan-gu,35.9
Gwanak-gu,-40
Jongno-gu,34.8
Gwanak-gu,35.9
Gwangjin-gu,35.7
Gwanak-gu,34.1
Gwanak-gu,35.6
Gwanak-gu,36.2
Gwanak-gu,33.6
Gwanak-gu,33.1
Gwanak-gu,
Gwanak-gu,35.6
Jongno-gu,35.7
Gwanak-gu,34
Gwanak-gu,
Gwangjin-gu,36.7
Gwanak-gu,34.9
Gwanak-gu,33.8
Gwanak-gu,35.5
Gwanak-gu,36.6
Gwanak-gu,34
Gwanak-gu,35
Gwanak-gu,
Gwanak-gu,37.2
Gwangjin-gu,34.9
Gwanak-gu,34.9
Gwanak-gu,34.9
Gwanak-gu,31.4
Gwangjin-gu,34.6
Gwangjin-gu,-40
Gwanak-gu,35.6
Gwanak-gu,35.8
Jongno-gu,34.1
Eunpyeong-gu,34
Eunpyeong-gu,35
Eunpyeong-gu,33.3
Eunpyeong-gu,35.6
Gwanak-gu,35.5
Eunpyeong-gu,35.3
Gwanak-gu,36.8
Jongno-gu,35.6
Jongno-gu,36.2
Jongno-gu,33.8
Jongno-gu,32.5
Jongno-gu,34.3
Jongno-gu,34.2
Jongno-gu,34.5
Jongno-gu,33.6
Jongno-gu,38.5
Jongno-gu,35.4
Jungnang-gu,33.6
Yangcheon-gu,33.4
Jongno-gu,34.2
Gangdong-gu,33.2
Jongno-gu,33.8
Jongno-gu,34.3
Yangcheon-gu,-40
Jongno-gu,36.9
Jungnang-gu,34.6
Yangcheon-gu,34.9
Jongno-gu,36.1
Jongno-gu,35.2
Yangcheon-gu,35.7
Jongno-gu,
Gangdong-gu,33.6
Jungnang-gu,34.8
Gangdong-gu,36.1
Jongno-gu,34.2
Gangdong-gu,
Jongno-gu,34.1
Jongno-gu,
Jungnang-gu,35.9
Jongno-gu,33.4
Yangcheon-gu,33.9
Geumcheon-gu,34.6
Yangcheon-gu,35.3
Jongno-gu,-40
Yangcheon-gu,34
Jongno-gu,-40
Yangcheon-gu,33.9
Jongno-gu,32.8
Yangcheon-gu,35.3
Yangcheon-gu,35.1
Jungnang-gu,35.2
Jongno-gu,33.6
Jungnang-gu,35.5
Yangcheon-gu,35.6
Jongno-gu,31.3
Jungnang-gu,36.5
Yangcheon-gu,-40
Jungnang-gu,36.7
Yangcheon-gu,35.5
Gangdong-gu,33.9
Gangdong-gu,35.3
Guro-gu,34.3
Gangdong-gu,36
Gangdong-gu,34.7
Jungnang-gu,34.6
Gangdong-gu,33.9
Geumcheon-gu,34.4
Jongno-gu,32.7
Jungnang-gu,35.1
Jongno-gu,33.4
Jungnang-gu,34.6
Gangdong-gu,36.4
Gangdong-gu,33.4
Gangdong-gu,
Gangdong-gu,33.8
Gangdong-gu,36
Dobong-gu,-40
Gangdong-gu,34.3
Gangdong-gu,34.4
Gangdong-gu,
Gangdong-gu,33.5
Gangdong-gu,
Gangdong-gu,34.4
Nowon-gu,34.9
Geumcheon-gu,37.2
Guro-gu,-40
Geumcheon-gu,35.6
Geumcheon-gu,34.7
Guro-gu,35.2
Nowon-gu,35.7
Geumcheon-gu,37
Geumcheon-gu,35.6
Geumcheon-gu,33.8
Gangdong-gu,35.3
Guro-gu,35.3
Gangseo-gu,-40
Gangdong-gu,34.8
Geumcheon-gu,37.1
Geumcheon-gu,35.2
Dobong-gu,33.6
Geumcheon-gu,36.7
Guro-gu,
Guro-gu,35.8
Gangdong-gu,34.6
Geumcheon-gu,33.5
Dobong-gu,33.3
Gangdong-gu,35.1
Yangcheon-gu,-40
Dobong-gu,32
Gangseo-gu,34.7
Geumcheon-gu,34.9
Dobong-gu,34.8
Geumcheon-gu,35.1
Geumcheon-gu,33.1
Geumcheon-gu,35.5
Gangdong-gu,34.5
Guro-gu,-40
Gangseo-gu,-40
Guro-gu,-40
Guro-gu,36.7
Gangdong-gu,
Geumcheon-gu,34.5
Dobong-gu,35.5
Gangdong-gu,
Geumcheon-gu,35.6
Dobong-gu,34.1
Nowon-gu,33.6
Dobong-gu,33.4
Nowon-gu,33.3
Nowon-gu,34
Gangdong-gu,35.1
Geumcheon-gu,37.6
Gangdong-gu,34.4
Nowon-gu,36.3
Geumcheon-gu,37.5
Geumcheon-gu,33.1
Geumcheon-gu,34.4
Dobong-gu,26.1
Nowon-gu,33.5
Gangdong-gu,
Nowon-gu,34.3
Gangseo-gu,35.1
Gangseo-gu,-40
Nowon-gu,32.9
Nowon-gu,35.3
Nowon-gu,34.3
Dobong-gu,34.4
Nowon-gu,34.9
Nowon-gu,33.9
Nowon-gu,35
Nowon-gu,32.8
Dobong-gu,-40
Gangdong-gu,34.6
Nowon-gu,34.8
Nowon-gu,34.3
Nowon-gu,33.4
Dobong-gu,34.3
Dobong-gu,31.1
Nowon-gu,33
Nowon-gu,34.3
Dobong-gu,27.1
Gangdong-gu,35.1
Gangdong-gu,34.9
Gangseo-gu,
Dobong-gu,-40
Gangseo-gu,-40
Gangdong-gu,-40
Gangdong-gu,35.7
Nowon-gu,35.1
Gangseo-gu,35.5
Dobong-gu,33.9
Dobong-gu,-40
Gangdong-gu,33.5
Gangseo-gu,34.2
Gangseo-gu,34.7
Gangdong-gu,36.2
Gangseo-gu,-40
Gangseo-gu,
Gangdong-gu,35
Gangseo-gu,
Gangdong-gu,-40
Gangseo-gu,-40
Gangdong-gu,35.1
Gangseo-gu,36.5
Gangseo-gu,33.3
Gwanak-gu,35
Gwanak-gu,34.9
Gangseo-gu,32.9
Gangseo-gu,-40
Gangseo-gu,-40
Gangseo-gu,34.5
Gwanak-gu,35.1
Gwanak-gu,35.5
Gangseo-gu,34.5
Gangseo-gu,-40
Gangseo-gu,32.8
Gangseo-gu,33.6
Gwanak-gu,35.2
Gangseo-gu,34
Gwanak-gu,32.6
Gangdong-gu,34.5
Gangseo-gu,34.3
Gangseo-gu,-40
Gwanak-gu,36.4
Gwanak-gu,
Gwanak-gu,
Gwanak-gu,34
Gwanak-gu,37.1
Gwanak-gu,34.1
Gwanak-gu,35.7
Gwanak-gu,
Gwanak-gu,34.2
Gwanak-gu,34.9
Gwanak-gu,35.9
Gwanak-gu,35
Nowon-gu,33.8
Gwanak-gu,35
Gwanak-gu,34.7
Gwanak-gu,35.4
Gwanak-gu,35.8
Dobong-gu,34.9
Gwanak-gu,35.3
Nowon-gu,34.8
Nowon-gu,31.1
Dobong-gu,35.1
Nowon-gu,36.9
Nowon-gu,33.5
Gangnam-gu,32.5
Gwanak-gu,35.7
Gwanak-gu,34.3
Dobong-gu,34.3
Nowon-gu,34.1
Dobong-gu,35.1
Gangdong-gu,33.3
Nowon-gu,34.5
Gwanak-gu,36.8
Nowon-gu,35.3
Nowon-gu,-40
Nowon-gu,34.8
Nowon-gu,34.1
Dobong-gu,33.7
Gwanak-gu,34.6
Nowon-gu,34.6
Dobong-gu,34.4
Gangdong-gu,32.8
Dongdaemun-gu,33.8
Dobong-gu,35.2
Gangdong-gu,-40
Gangdong-gu,-40
Dobong-gu,34.9
Dobong-gu,34.5
Dobong-gu,36.1
Dobong-gu,35.4
Dobong-gu,32.3
Gangdong-gu,34.3
Gangdong-gu,
Gangnam-gu,34.6
Dobong-gu,34
Dobong-gu,35.4
Dobong-gu,33.6
Dobong-gu,33.6
Dobong-gu,34.2
Dobong-gu,35.2
Dobong-gu,34
Dobong-gu,34.1
Dongdaemun-gu,34.7
Dobong-gu,34.4
Dobong-gu,35.1
Gangnam-gu,-40
Dobong-gu,34.3
Dobong-gu,33.4
Gangdong-gu,35.8
Gangnam-gu,34.5
Gangdong-gu,35.5
Mapo-gu,-40
Gangdong-gu,32.1
Dongdaemun-gu,33.6
Gangdong-gu,-40
Gangdong-gu,-40
Gangdong-gu,35.8
Gangdong-gu,33.6
Gangdong-gu,-40
Dongdaemun-gu,33.2
